subj_mean,name,psnr,psnr_sal,subj_std
5.675680000000001,i01_11_2.bmp,30.090091705322266,30.291412353515625,0.16349
4.69444,i01_11_3.bmp,27.178190231323242,27.334089279174805,0.14329
3.6756800000000003,i01_11_4.bmp,24.03127670288086,24.032928466796875,0.12922
1.45946,i01_11_5.bmp,21.06275749206543,21.01681900024414,0.10847
5.94595,i01_12_1.bmp,32.67510223388672,33.75166320800781,0.11839
5.86486,i01_12_2.bmp,31.08238410949707,32.222965240478516,0.15734
4.21622,i01_12_3.bmp,27.185230255126953,27.225872039794922,0.16732
3.83333,i01_12_4.bmp,23.929458618164062,23.99463653564453,0.13315
3.43243,i01_12_5.bmp,21.312360763549805,21.37560272216797,0.13889
5.45946,i01_13_1.bmp,33.86883544921875,33.86309051513672,0.11806
3.9142900000000003,i01_13_2.bmp,29.49796485900879,29.325115203857422,0.13565
3.2777800000000004,i01_13_3.bmp,27.070533752441406,27.0457763671875,0.09365
3.16667,i01_13_4.bmp,24.31789779663086,24.274158477783203,0.09305
3.10811,i01_13_5.bmp,20.781665802001953,20.609485626220703,0.11453
5.69444,i01_14_1.bmp,32.90883255004883,32.6774787902832,0.09955
6.05405,i01_14_2.bmp,29.754634857177734,29.972469329833984,0.12922
5.75676,i01_14_3.bmp,27.086076736450195,27.20362091064453,0.14777
5.55556,i01_14_4.bmp,25.35769271850586,25.59014129638672,0.12908
4.4705900000000005,i01_14_5.bmp,23.564355850219727,23.54790687561035,0.1329
2.83333,i01_15_1.bmp,26.903488159179688,23.833959579467773,0.1264
2.82857,i01_15_2.bmp,25.93039321899414,22.761276245117188,0.12729
3.10811,i01_15_3.bmp,25.394657135009766,21.926097869873047,0.12445
3.58333,i01_15_4.bmp,24.731101989746094,20.84430694580078,0.15659
3.89189,i01_15_5.bmp,24.336959838867188,20.152450561523438,0.13249
5.80556,i01_16_1.bmp,32.57087326049805,32.572227478027344,0.15185
6.05405,i01_16_2.bmp,28.130775451660156,28.130775451660156,0.14604
4.88889,i01_16_3.bmp,22.130319595336914,22.139739990234375,0.21263
5.02778,i01_16_4.bmp,18.58838653564453,18.58838653564453,0.12897
4.19444,i01_16_5.bmp,16.27094078063965,16.33623504638672,0.14952
5.35135,i01_17_1.bmp,35.947593688964844,35.50014114379883,0.11666
6.62162,i01_17_2.bmp,30.005456924438477,29.591419219970703,0.16755
4.08108,i01_17_3.bmp,27.977581024169922,27.52399444580078,0.22402
6.24324,i01_17_4.bmp,23.50811767578125,23.225725173950195,0.11705
2.97143,i01_17_5.bmp,21.960895538330078,21.483247756958008,0.25182
4.62162,i01_18_1.bmp,33.05130386352539,32.26814651489258,0.11055
4.22222,i01_18_2.bmp,30.170570373535156,29.418800354003906,0.14976
3.7714300000000005,i01_18_3.bmp,27.00597381591797,26.296024322509766,0.15271
3.4722199999999996,i01_18_4.bmp,23.9840030670166,23.3167667388916,0.12832
3.41667,i01_18_5.bmp,20.992536544799805,20.23528289794922,0.13881
5.94444,i01_19_1.bmp,33.01723861694336,33.16233825683594,0.14367
5.47222,i01_19_2.bmp,30.01380729675293,30.149845123291016,0.17098
5.08108,i01_19_3.bmp,27.013757705688477,27.15605926513672,0.10748
4.52778,i01_19_4.bmp,23.9765625,24.10915756225586,0.14493
3.94444,i01_19_5.bmp,21.00408935546875,21.120140075683594,0.12721
5.85714,i01_20_1.bmp,33.05241394042969,33.23093032836914,0.11072
5.83333,i01_20_2.bmp,29.98306655883789,30.190763473510742,0.14648
6.02778,i01_20_3.bmp,27.04677391052246,27.253620147705078,0.13889
5.08333,i01_20_4.bmp,23.961849212646484,24.15380096435547,0.12099
4.33333,i01_20_5.bmp,20.949556350708008,21.194259643554688,0.09919
5.7027,i01_21_1.bmp,33.02598571777344,33.14581298828125,0.12423
5.27778,i01_21_2.bmp,29.964027404785156,30.09657859802246,0.16601
4.675680000000001,i01_21_3.bmp,26.98777198791504,27.123353958129883,0.10101
4.05714,i01_21_4.bmp,23.99053955078125,24.112442016601562,0.12119
3.05405,i01_21_5.bmp,21.00834083557129,21.114835739135742,0.13964
5.55556,i01_22_1.bmp,32.96527862548828,32.915042877197266,0.11432
5.18919,i01_22_2.bmp,30.12296485900879,30.047576904296875,0.1329
4.30556,i01_22_3.bmp,26.678699493408203,26.500526428222656,0.14218
3.1621599999999996,i01_22_4.bmp,24.83087730407715,24.724464416503906,0.10985
2.19444,i01_22_5.bmp,20.813905715942383,20.865577697753906,0.10477
6.28571,i01_23_1.bmp,32.93380355834961,32.882659912109375,0.10259
5.61111,i01_23_2.bmp,27.758846282958984,27.6969051361084,0.13138
5.77778,i01_23_3.bmp,24.851707458496094,24.793203353881836,0.14314
4.80556,i01_23_4.bmp,22.904388427734375,22.838420867919922,0.13095
2.40541,i01_23_5.bmp,20.616744995117188,20.353357315063477,0.1231
5.7027,i01_24_1.bmp,32.9869384765625,33.12015914916992,0.12361
5.58333,i01_24_2.bmp,30.000455856323242,30.113662719726562,0.16601
5.10811,i01_24_3.bmp,27.000978469848633,27.15418815612793,0.15404
3.08108,i01_24_4.bmp,24.013164520263672,24.170204162597656,0.14696
0.45946000000000004,i01_24_5.bmp,20.92831039428711,20.925418853759766,0.10382
5.74286,i02_01_1.bmp,33.078887939453125,33.078330993652344,0.11839
5.34286,i02_01_2.bmp,30.09067153930664,30.09953498840332,0.12995
5.22222,i02_01_3.bmp,27.072904586791992,27.084095001220703,0.13366
4.19444,i02_01_4.bmp,24.150144577026367,24.159460067749023,0.11858
3.9729699999999997,i02_01_5.bmp,21.27825927734375,21.282489776611328,0.09477
6.05556,i02_02_1.bmp,33.28590774536133,33.292293548583984,0.11135
6.05405,i02_02_2.bmp,30.304792404174805,30.31037139892578,0.16641
5.88889,i02_02_3.bmp,27.338958740234375,27.351505279541016,0.15263
5.2973,i02_02_4.bmp,24.53780174255371,24.53839111328125,0.12897
4.38889,i02_02_5.bmp,21.70563507080078,21.697690963745117,0.10719
4.8,i02_03_1.bmp,33.08613967895508,33.09962463378906,0.11966
4.43243,i02_03_2.bmp,30.116823196411133,30.12354850769043,0.11285
3.8378400000000004,i02_03_3.bmp,27.080665588378906,27.087461471557617,0.13535
3.5277800000000004,i02_03_4.bmp,24.14388656616211,24.148618698120117,0.09755
2.91892,i02_03_5.bmp,21.305862426757812,21.307453155517578,0.0832
6.28571,i02_04_1.bmp,33.1743278503418,32.666465759277344,0.09653
6.16216,i02_04_2.bmp,30.13864517211914,29.62709617614746,0.15424
5.19444,i02_04_3.bmp,27.1296329498291,26.610631942749023,0.13521
4.74286,i02_04_4.bmp,24.078659057617188,23.54900550842285,0.14065
4.28571,i02_04_5.bmp,20.997413635253906,20.467050552368164,0.11671
6.11765,i02_05_1.bmp,33.016414642333984,33.02410888671875,0.12501
6.11111,i02_05_2.bmp,30.029516220092773,30.03807258605957,0.14861
5.43243,i02_05_3.bmp,25.12594985961914,25.133760452270508,0.12284
4.37838,i02_05_4.bmp,20.35211944580078,20.35474395751953,0.11806
3.41667,i02_05_5.bmp,15.646086692810059,15.640632629394531,0.12297
4.55556,i02_06_1.bmp,31.453086853027344,31.47090721130371,0.08217
4.27778,i02_06_2.bmp,28.45087432861328,28.4859619140625,0.12696
3.7297300000000004,i02_06_3.bmp,25.355100631713867,25.332897186279297,0.10838
3.4857099999999996,i02_06_4.bmp,22.332632064819336,22.34823226928711,0.11241
3.10811,i02_06_5.bmp,19.411157608032227,19.395925521850586,0.08448
5.91429,i02_07_1.bmp,33.21218490600586,33.238502502441406,0.0836
5.58333,i02_07_2.bmp,31.3369140625,31.227128982543945,0.11691
3.76471,i02_07_3.bmp,26.729232788085938,26.750774383544922,0.13249
3.75676,i02_07_4.bmp,24.031221389770508,24.01761817932129,0.10238
2.8571400000000002,i02_07_5.bmp,21.210525512695312,21.169857025146484,0.10401
6.10811,i02_08_1.bmp,39.730377197265625,39.507347106933594,0.10799
5.16667,i02_08_2.bmp,34.92648696899414,34.74365997314453,0.1419
4.54286,i02_08_3.bmp,31.054767608642578,30.869674682617188,0.11453
3.8378400000000004,i02_08_4.bmp,28.295623779296875,28.087867736816406,0.0842
3.02703,i02_08_5.bmp,26.023664474487305,25.737714767456055,0.10477
6.0,i02_09_1.bmp,35.11238479614258,34.929168701171875,0.09735
5.51429,i02_09_2.bmp,33.22208786010742,32.962100982666016,0.15649
4.52778,i02_09_3.bmp,30.805797576904297,30.431489944458008,0.14212
3.64865,i02_09_4.bmp,27.790084838867188,27.46536636352539,0.12721
2.41667,i02_09_5.bmp,21.84461212158203,21.72417449951172,0.10956
6.0,i02_10_1.bmp,35.22641372680664,34.97342300415039,0.08217
5.97222,i02_10_2.bmp,33.17295837402344,32.90386962890625,0.18331
5.43243,i02_10_3.bmp,30.342002868652344,30.04856300354004,0.13314
3.5,i02_10_4.bmp,27.008670806884766,26.671966552734375,0.14065
2.71429,i02_10_5.bmp,25.12088966369629,24.622716903686523,0.11453
5.91667,i02_11_1.bmp,32.99922561645508,32.71547317504883,0.08639
4.80556,i02_11_2.bmp,30.085012435913086,29.78971290588379,0.16375
2.97297,i02_11_3.bmp,27.143558502197266,26.62235450744629,0.10259
1.9189200000000002,i02_11_4.bmp,24.138992309570312,23.487972259521484,0.09735
1.27778,i02_11_5.bmp,21.336261749267578,20.512657165527344,0.08864
5.30556,i02_12_1.bmp,34.34951400756836,33.84495544433594,0.10838
4.43243,i02_12_2.bmp,30.518611907958984,29.784317016601562,0.13506
3.08108,i02_12_3.bmp,26.708059310913086,25.373645782470703,0.12985
2.67568,i02_12_4.bmp,23.991771697998047,22.755125045776367,0.09653
2.37143,i02_12_5.bmp,20.3829345703125,19.405786514282227,0.11501
4.47222,i02_13_1.bmp,32.8529052734375,32.78935241699219,0.09112
4.0,i02_13_2.bmp,30.256317138671875,30.141746520996094,0.0832
3.38889,i02_13_3.bmp,27.478227615356445,27.29119873046875,0.10393
2.89189,i02_13_4.bmp,23.7531681060791,23.456798553466797,0.09843
3.61111,i02_13_5.bmp,21.220428466796875,21.51759147644043,0.09192
5.75,i02_14_1.bmp,32.994991302490234,32.27936935424805,0.08125
6.08108,i02_14_2.bmp,33.86808776855469,32.58818054199219,0.15897
5.1142900000000004,i02_14_3.bmp,31.091672897338867,29.77092933654785,0.14989
5.31429,i02_14_4.bmp,29.979122161865234,29.025800704956055,0.13863
4.21622,i02_14_5.bmp,28.021814346313477,27.10369300842285,0.12631
3.4,i02_15_1.bmp,27.32578468322754,25.439773559570312,0.15822
3.6216199999999996,i02_15_2.bmp,25.92438507080078,23.842666625976562,0.09214
3.83333,i02_15_3.bmp,25.17055892944336,22.902650833129883,0.11688
3.8378400000000004,i02_15_4.bmp,24.261581420898438,21.7203369140625,0.10758
4.2,i02_15_5.bmp,24.700355529785156,20.67450523376465,0.10477
5.94595,i02_16_1.bmp,32.58802032470703,32.59196853637695,0.10537
6.08333,i02_16_2.bmp,28.13678741455078,28.141921997070312,0.16637
5.324319999999999,i02_16_3.bmp,22.226011276245117,22.239307403564453,0.14367
5.13889,i02_16_4.bmp,18.60235595703125,18.61576271057129,0.20602
4.56757,i02_16_5.bmp,16.93692398071289,16.916397094726562,0.1627
5.91667,i02_17_1.bmp,33.481895446777344,33.10778045654297,0.14065
5.68571,i02_17_2.bmp,27.73145294189453,27.464069366455078,0.12028
4.83784,i02_17_3.bmp,25.54267692565918,25.163938522338867,0.17506
4.7714300000000005,i02_17_4.bmp,21.034996032714844,20.87303352355957,0.12969
3.91667,i02_17_5.bmp,19.52391815185547,19.140666961669922,0.16206
5.97222,i02_18_1.bmp,33.01547622680664,33.26422882080078,0.10668
5.59459,i02_18_2.bmp,30.238306045532227,30.493192672729492,0.14426
4.82857,i02_18_3.bmp,27.00527572631836,27.257728576660156,0.18114
4.91892,i02_18_4.bmp,23.985836029052734,24.244762420654297,0.15901
4.54286,i02_18_5.bmp,21.020212173461914,21.275720596313477,0.14989
5.77778,i02_19_1.bmp,33.01490020751953,32.729156494140625,0.11671
5.43243,i02_19_2.bmp,30.004024505615234,29.74418830871582,0.13095
4.83333,i02_19_3.bmp,27.02308464050293,26.76015853881836,0.1117
4.22222,i02_19_4.bmp,23.981521606445312,23.76723289489746,0.15466
3.75676,i02_19_5.bmp,20.984085083007812,20.801498413085938,0.09711
6.05405,i02_20_1.bmp,33.01472091674805,32.80707931518555,0.08886
6.17143,i02_20_2.bmp,29.999189376831055,29.72695541381836,0.15734
5.30556,i02_20_3.bmp,26.94492530822754,26.657032012939453,0.16406
4.0,i02_20_4.bmp,23.97181510925293,23.661996841430664,0.13506
2.80556,i02_20_5.bmp,21.041431427001953,20.65406608581543,0.09035
5.97297,i02_21_1.bmp,32.96577072143555,32.84593963623047,0.10259
5.2973,i02_21_2.bmp,29.983644485473633,29.84869384765625,0.173
4.6,i02_21_3.bmp,27.006589889526367,26.840839385986328,0.12599
3.2777800000000004,i02_21_4.bmp,23.988496780395508,23.823108673095703,0.12256
2.36111,i02_21_5.bmp,21.00908088684082,20.855213165283203,0.07465
5.51351,i02_22_1.bmp,32.94265365600586,32.27858352661133,0.08005
5.24324,i02_22_2.bmp,30.060422897338867,29.487173080444336,0.15107
4.48571,i02_22_3.bmp,26.805612564086914,26.051239013671875,0.15002
3.80556,i02_22_4.bmp,24.499128341674805,23.59657096862793,0.08448
2.22222,i02_22_5.bmp,20.54033088684082,20.255924224853516,0.09477
6.77778,i02_23_1.bmp,32.93768310546875,32.41789627075195,0.08881
5.54054,i02_23_2.bmp,28.016246795654297,27.39048194885254,0.15768
3.44444,i02_23_3.bmp,25.01506996154785,24.03665542602539,0.11839
2.1621599999999996,i02_23_4.bmp,22.822649002075195,21.428565979003906,0.09973
0.81081,i02_23_5.bmp,21.185457229614258,18.85519790649414,0.08975
6.08108,i02_24_1.bmp,32.98197555541992,32.66539001464844,0.11988
4.91667,i02_24_2.bmp,30.00204086303711,29.63259506225586,0.18081
3.0,i02_24_3.bmp,27.033878326416016,26.52118682861328,0.11369
2.11111,i02_24_4.bmp,24.200132369995117,23.4161376953125,0.09623
0.89189,i02_24_5.bmp,21.141284942626953,20.078020095825195,0.10227
5.76923,i03_01_1.bmp,33.12881088256836,33.151939392089844,0.12552
5.1052599999999995,i03_01_2.bmp,30.16253662109375,30.189380645751953,0.09905
4.68421,i03_01_3.bmp,27.114181518554688,27.14566421508789,0.08145
4.25,i03_01_4.bmp,24.154090881347656,24.195079803466797,0.10595
3.925,i03_01_5.bmp,21.1844425201416,21.231870651245117,0.09843
6.18421,i03_02_1.bmp,33.33326721191406,33.37916564941406,0.10833
6.28205,i03_02_2.bmp,30.375633239746094,30.424030303955078,0.12814
5.25,i03_02_3.bmp,27.371492385864258,27.42764663696289,0.09559
5.0,i03_02_4.bmp,24.457275390625,24.531145095825195,0.10458
4.6,i03_02_5.bmp,21.50844383239746,21.59347152709961,0.1
4.65,i03_03_1.bmp,33.11773681640625,33.134788513183594,0.12145
4.076919999999999,i03_03_2.bmp,30.17247772216797,30.20392417907715,0.11484
3.85,i03_03_3.bmp,27.113645553588867,27.15509796142578,0.105
3.28205,i03_03_4.bmp,24.15372657775879,24.193614959716797,0.10338
2.89474,i03_03_5.bmp,21.215381622314453,21.27088165283203,0.07206
6.38462,i03_04_1.bmp,33.140933990478516,32.130615234375,0.09697
5.65789,i03_04_2.bmp,29.947555541992188,28.9555721282959,0.14329
5.225,i03_04_3.bmp,27.12890625,26.148488998413086,0.10707
4.6,i03_04_4.bmp,24.122283935546875,23.164569854736328,0.12984
3.575,i03_04_5.bmp,21.106958389282227,20.185077667236328,0.11068
6.5,i03_05_1.bmp,33.059757232666016,33.08534622192383,0.09929
5.6315800000000005,i03_05_2.bmp,30.078983306884766,30.10958480834961,0.15
5.3,i03_05_3.bmp,25.139551162719727,25.182674407958984,0.12577
4.30769,i03_05_4.bmp,20.21726417541504,20.267866134643555,0.10124
3.4736800000000003,i03_05_5.bmp,15.317472457885742,15.35770034790039,0.09699
4.81579,i03_06_1.bmp,32.38986587524414,32.124637603759766,0.081
4.53846,i03_06_2.bmp,29.159507751464844,28.99890899658203,0.11683
4.1,i03_06_3.bmp,26.072998046875,25.843055725097656,0.12997
3.75,i03_06_4.bmp,23.048372268676758,22.872589111328125,0.10488
3.5,i03_06_5.bmp,20.056808471679688,19.883424758911133,0.09843
4.97436,i03_07_1.bmp,33.316864013671875,33.33073043823242,0.11726
4.1,i03_07_2.bmp,30.284854888916016,30.258888244628906,0.11169
3.84615,i03_07_3.bmp,27.025150299072266,27.037616729736328,0.10488
3.825,i03_07_4.bmp,24.302513122558594,24.319435119628906,0.09272
3.6153800000000005,i03_07_5.bmp,21.102773666381836,21.213687896728516,0.09279
6.34211,i03_08_1.bmp,40.545799255371094,40.057090759277344,0.0779
5.6,i03_08_2.bmp,35.769065856933594,35.28990936279297,0.1193
4.47368,i03_08_3.bmp,31.839996337890625,31.286861419677734,0.11068
3.75,i03_08_4.bmp,28.908567428588867,28.319534301757812,0.081
2.95,i03_08_5.bmp,26.41691017150879,25.84733772277832,0.12119
6.65,i03_09_1.bmp,37.954036712646484,37.416900634765625,0.09321
6.25641,i03_09_2.bmp,35.77841567993164,35.136043548583984,0.13486
5.475,i03_09_3.bmp,32.67960739135742,31.976261138916016,0.12932
3.74359,i03_09_4.bmp,28.883338928222656,28.174888610839844,0.13687
2.47368,i03_09_5.bmp,22.966535568237305,22.413562774658203,0.11304
6.23684,i03_10_1.bmp,36.82260513305664,36.03707504272461,0.081
5.66667,i03_10_2.bmp,34.63582229614258,33.872764587402344,0.15087
5.05128,i03_10_3.bmp,31.383935928344727,30.66006851196289,0.13241
3.3,i03_10_4.bmp,27.209787368774414,26.582107543945312,0.11999
2.48718,i03_10_5.bmp,23.459226608276367,22.90776824951172,0.09487
5.3684199999999995,i03_11_1.bmp,33.000160217285156,32.19325256347656,0.08004
4.076919999999999,i03_11_2.bmp,30.083749771118164,29.262248992919922,0.11423
2.84615,i03_11_3.bmp,27.079313278198242,26.15556526184082,0.105
1.8205099999999999,i03_11_4.bmp,24.086894989013672,23.244630813598633,0.08534
0.7,i03_11_5.bmp,21.113628387451172,20.8277530670166,0.06145
5.41026,i03_12_1.bmp,32.802574157714844,32.909481048583984,0.09487
4.07895,i03_12_2.bmp,30.63145637512207,29.919851303100586,0.14827
2.84211,i03_12_3.bmp,27.174652099609375,26.4958553314209,0.10774
3.1,i03_12_4.bmp,24.28891372680664,23.318931579589844,0.10867
2.4,i03_12_5.bmp,20.55691909790039,20.48281478881836,0.08515
5.12821,i03_13_1.bmp,33.0858154296875,32.676300048828125,0.07746
3.64103,i03_13_2.bmp,30.02210235595703,29.81203842163086,0.10987
3.925,i03_13_3.bmp,27.14179229736328,26.804723739624023,0.07681
2.925,i03_13_4.bmp,24.103973388671875,24.005168914794922,0.0961
2.42105,i03_13_5.bmp,20.56980323791504,20.566120147705078,0.07406
5.076919999999999,i03_14_1.bmp,32.94158172607422,31.69743537902832,0.08009
6.0,i03_14_2.bmp,33.488861083984375,31.545629501342773,0.12761
4.85,i03_14_3.bmp,30.786151885986328,29.155597686767578,0.17678
4.46154,i03_14_4.bmp,29.596643447875977,27.974884033203125,0.15227
3.5,i03_14_5.bmp,28.219825744628906,27.223003387451172,0.13972
3.725,i03_15_1.bmp,26.809314727783203,25.01386833190918,0.11726
4.05,i03_15_2.bmp,25.770418167114258,23.818981170654297,0.12241
4.025,i03_15_3.bmp,25.346332550048828,22.969085693359375,0.15391
4.28205,i03_15_4.bmp,24.557600021362305,21.275014877319336,0.14356
4.7948699999999995,i03_15_5.bmp,25.11058807373047,21.41989517211914,0.15363
6.8205100000000005,i03_16_1.bmp,32.61359405517578,32.64103698730469,0.14586
6.525,i03_16_2.bmp,28.188541412353516,28.202924728393555,0.12494
5.975,i03_16_3.bmp,22.313247680664062,22.379528045654297,0.18023
6.075,i03_16_4.bmp,18.66883087158203,18.687742233276367,0.15607
5.02564,i03_16_5.bmp,16.561302185058594,16.679222106933594,0.15161
6.28205,i03_17_1.bmp,34.01286315917969,33.29718780517578,0.15164
6.75,i03_17_2.bmp,29.315837860107422,28.73709487915039,0.13543
5.2,i03_17_3.bmp,26.037609100341797,25.317100524902344,0.16489
6.575,i03_17_4.bmp,23.28718376159668,22.801454544067383,0.12349
3.7948699999999995,i03_17_5.bmp,20.021224975585938,19.31292724609375,0.19965
5.76923,i03_18_1.bmp,33.020328521728516,31.954782485961914,0.13164
5.71795,i03_18_2.bmp,30.00164222717285,28.908771514892578,0.1379
5.5641,i03_18_3.bmp,26.994848251342773,25.912817001342773,0.12535
5.0,i03_18_4.bmp,24.020732879638672,22.942153930664062,0.12971
4.65789,i03_18_5.bmp,21.00499153137207,19.931880950927734,0.14044
5.51282,i03_19_1.bmp,32.99692153930664,32.80458068847656,0.1304
5.02564,i03_19_2.bmp,29.98204803466797,29.80537223815918,0.10174
4.7,i03_19_3.bmp,27.010269165039062,26.848812103271484,0.11743
4.30769,i03_19_4.bmp,24.018444061279297,23.864763259887695,0.10724
3.69231,i03_19_5.bmp,21.002071380615234,20.847984313964844,0.10971
5.84211,i03_20_1.bmp,32.97999572753906,32.420753479003906,0.09699
5.46154,i03_20_2.bmp,30.07308006286621,29.542043685913086,0.12075
4.15789,i03_20_3.bmp,27.053936004638672,26.488019943237305,0.11942
3.17949,i03_20_4.bmp,24.002124786376953,23.331172943115234,0.09507
2.825,i03_20_5.bmp,21.00808334350586,20.19184112548828,0.09506
5.23684,i03_21_1.bmp,33.06298065185547,32.751556396484375,0.1054
4.4359,i03_21_2.bmp,29.99204444885254,29.727079391479492,0.0944
3.89744,i03_21_3.bmp,26.996231079101562,26.772993087768555,0.10754
3.17949,i03_21_4.bmp,23.97109603881836,23.759475708007812,0.10754
2.1,i03_21_5.bmp,21.01827621459961,20.533884048461914,0.08004
5.97436,i03_22_1.bmp,33.09132385253906,32.70873260498047,0.07746
5.358969999999999,i03_22_2.bmp,30.00795555114746,29.571842193603516,0.10564
5.23077,i03_22_3.bmp,27.037160873413086,26.681678771972656,0.12814
4.358969999999999,i03_22_4.bmp,23.957014083862305,23.58547019958496,0.10548
3.92105,i03_22_5.bmp,21.45602798461914,20.98534393310547,0.09236
6.71795,i03_23_1.bmp,32.97196578979492,32.36800765991211,0.10774
5.84615,i03_23_2.bmp,28.33387565612793,27.7382755279541,0.16196
3.9,i03_23_3.bmp,25.054767608642578,24.328414916992188,0.12318
2.65789,i03_23_4.bmp,22.9593563079834,21.907913208007812,0.0922
1.975,i03_23_5.bmp,21.016902923583984,19.814844131469727,0.07696
5.74359,i03_24_1.bmp,32.99443817138672,32.23781204223633,0.08282
4.2051300000000005,i03_24_2.bmp,30.09813117980957,29.15924835205078,0.10074
2.825,i03_24_3.bmp,27.00533103942871,26.128875732421875,0.12124
1.8157900000000002,i03_24_4.bmp,23.914756774902344,23.455352783203125,0.11117
0.42105,i03_24_5.bmp,21.008670806884766,20.829273223876953,0.082
5.7619,i04_01_1.bmp,33.06475830078125,33.06349182128906,0.08009
5.47619,i04_01_2.bmp,30.073352813720703,30.072948455810547,0.12051
4.92857,i04_01_3.bmp,27.00648307800293,27.005390167236328,0.10774
4.26829,i04_01_4.bmp,24.049278259277344,24.041173934936523,0.09155
4.0,i04_01_5.bmp,21.079559326171875,21.075759887695312,0.09142
6.275,i04_02_1.bmp,33.2533073425293,33.251251220703125,0.08909
6.15385,i04_02_2.bmp,30.281463623046875,30.281124114990234,0.11719
5.682930000000001,i04_02_3.bmp,27.21253204345703,27.209243774414062,0.09956
5.30952,i04_02_4.bmp,24.263473510742188,24.2545223236084,0.1002
4.53659,i04_02_5.bmp,21.305225372314453,21.295717239379883,0.11899
4.78049,i04_03_1.bmp,33.06899642944336,33.07780838012695,0.07788
4.21429,i04_03_2.bmp,30.084239959716797,30.083906173706055,0.08802
3.9,i04_03_3.bmp,27.016773223876953,27.017101287841797,0.08608
3.425,i04_03_4.bmp,24.063243865966797,24.059316635131836,0.08515
3.0238099999999997,i04_03_5.bmp,21.081523895263672,21.0657901763916,0.07816
