,subj_mean,name,psnr,psnr_sal
132,3.52778,i02_03_4.bmp,24.14388656616211,24.16518783569336
133,2.91892,i02_03_5.bmp,21.305862426757812,21.312549591064453
134,6.28571,i02_04_1.bmp,33.1743278503418,31.492340087890625
135,6.16216,i02_04_2.bmp,30.13864517211914,28.378164291381836
136,5.19444,i02_04_3.bmp,27.1296329498291,25.27918243408203
137,4.74286,i02_04_4.bmp,24.078659057617188,22.176639556884766
138,4.28571,i02_04_5.bmp,20.997413635253906,19.0859375
139,6.11765,i02_05_1.bmp,33.016414642333984,33.04729080200195
140,6.11111,i02_05_2.bmp,30.029516220092773,30.06557273864746
141,5.43243,i02_05_3.bmp,25.12594985961914,25.163087844848633
142,4.37838,i02_05_4.bmp,20.35211944580078,20.366451263427734
143,3.41667,i02_05_5.bmp,15.646086692810059,15.612178802490234
144,4.55556,i02_06_1.bmp,31.453086853027344,31.522106170654297
145,4.27778,i02_06_2.bmp,28.45087432861328,28.603199005126953
146,3.72973,i02_06_3.bmp,25.355100631713867,25.245208740234375
147,3.48571,i02_06_4.bmp,22.332632064819336,22.413097381591797
148,3.10811,i02_06_5.bmp,19.411157608032227,19.31736946105957
149,5.91429,i02_07_1.bmp,33.21218490600586,33.315223693847656
150,5.58333,i02_07_2.bmp,31.3369140625,30.928489685058594
151,3.76471,i02_07_3.bmp,26.729232788085938,26.817211151123047
152,3.75676,i02_07_4.bmp,24.031221389770508,23.973825454711914
153,2.85714,i02_07_5.bmp,21.210525512695312,21.026975631713867
154,6.10811,i02_08_1.bmp,39.730377197265625,38.97852325439453
155,5.16667,i02_08_2.bmp,34.92648696899414,34.302364349365234
156,4.54286,i02_08_3.bmp,31.054767608642578,30.37428855895996
157,3.83784,i02_08_4.bmp,28.295623779296875,27.469390869140625
158,3.02703,i02_08_5.bmp,26.023664474487305,24.996559143066406
159,6.0,i02_09_1.bmp,35.11238479614258,34.501678466796875
160,5.51429,i02_09_2.bmp,33.22208786010742,32.34266662597656
161,4.52778,i02_09_3.bmp,30.805797576904297,29.575576782226562
162,3.64865,i02_09_4.bmp,27.790084838867188,26.504438400268555
163,2.41667,i02_09_5.bmp,21.84461212158203,21.413047790527344
164,6.0,i02_10_1.bmp,35.22641372680664,34.3095703125
165,5.97222,i02_10_2.bmp,33.17295837402344,32.120887756347656
166,5.43243,i02_10_3.bmp,30.342002868652344,29.1328125
167,3.5,i02_10_4.bmp,27.008670806884766,25.661020278930664
168,2.71429,i02_10_5.bmp,25.12088966369629,23.20197868347168
169,5.91667,i02_11_1.bmp,32.99922561645508,32.0269660949707
170,4.80556,i02_11_2.bmp,30.085012435913086,29.056453704833984
171,2.97297,i02_11_3.bmp,27.143558502197266,25.459327697753906
172,1.91892,i02_11_4.bmp,24.138992309570312,21.247446060180664
173,1.27778,i02_11_5.bmp,21.336261749267578,19.27977180480957
174,5.30556,i02_12_1.bmp,34.34951400756836,32.55730056762695
175,4.43243,i02_12_2.bmp,30.518611907958984,27.96584129333496
176,3.08108,i02_12_3.bmp,26.708059310913086,22.56320571899414
177,2.67568,i02_12_4.bmp,23.991771697998047,21.046743392944336
178,2.37143,i02_12_5.bmp,20.3829345703125,18.052982330322266
179,4.47222,i02_13_1.bmp,32.8529052734375,32.60401153564453
180,4.0,i02_13_2.bmp,30.256317138671875,29.796228408813477
181,3.38889,i02_13_3.bmp,27.478227615356445,26.775522232055664
182,2.89189,i02_13_4.bmp,23.7531681060791,22.501060485839844
183,3.61111,i02_13_5.bmp,21.220428466796875,22.807968139648438
184,5.75,i02_14_1.bmp,32.994991302490234,30.824071884155273
185,6.08108,i02_14_2.bmp,33.86808776855469,30.340152740478516
186,5.11429,i02_14_3.bmp,31.091672897338867,27.477834701538086
187,5.31429,i02_14_4.bmp,29.979122161865234,27.22132110595703
188,4.21622,i02_14_5.bmp,28.021814346313477,25.102031707763672
189,3.4,i02_15_1.bmp,27.32578468322754,21.725570678710938
190,3.62162,i02_15_2.bmp,25.92438507080078,19.84780502319336
191,3.83333,i02_15_3.bmp,25.17055892944336,18.486196517944336
192,3.83784,i02_15_4.bmp,24.261581420898438,16.871156692504883
193,4.2,i02_15_5.bmp,24.700355529785156,15.373926162719727
194,5.94595,i02_16_1.bmp,32.58802032470703,32.6024169921875
195,6.08333,i02_16_2.bmp,28.13678741455078,28.155364990234375
196,5.32432,i02_16_3.bmp,22.226011276245117,22.275007247924805
197,5.13889,i02_16_4.bmp,18.60235595703125,18.6524658203125
198,4.56757,i02_16_5.bmp,16.93692398071289,16.857629776000977
199,5.91667,i02_17_1.bmp,33.481895446777344,32.24196243286133
200,5.68571,i02_17_2.bmp,27.73145294189453,26.802331924438477
201,4.83784,i02_17_3.bmp,25.54267692565918,24.296171188354492
202,4.77143,i02_17_4.bmp,21.034996032714844,20.44744300842285
203,3.91667,i02_17_5.bmp,19.52391815185547,18.216676712036133
204,5.97222,i02_18_1.bmp,33.01547622680664,33.9974365234375
205,5.59459,i02_18_2.bmp,30.238306045532227,31.247875213623047
206,4.82857,i02_18_3.bmp,27.00527572631836,28.017051696777344
207,4.91892,i02_18_4.bmp,23.985836029052734,25.02469825744629
208,4.54286,i02_18_5.bmp,21.020212173461914,22.063817977905273
209,5.77778,i02_19_1.bmp,33.01490020751953,32.04652404785156
210,5.43243,i02_19_2.bmp,30.004024505615234,29.097078323364258
211,4.83333,i02_19_3.bmp,27.02308464050293,26.073286056518555
212,4.22222,i02_19_4.bmp,23.981521606445312,23.122772216796875
213,3.75676,i02_19_5.bmp,20.984085083007812,20.120159149169922
214,6.05405,i02_20_1.bmp,33.01472091674805,32.308082580566406
215,6.17143,i02_20_2.bmp,29.999189376831055,29.04597282409668
216,5.30556,i02_20_3.bmp,26.94492530822754,25.875564575195312
217,4.0,i02_20_4.bmp,23.97181510925293,22.793182373046875
218,2.80556,i02_20_5.bmp,21.041431427001953,19.520315170288086
219,5.97297,i02_21_1.bmp,32.96577072143555,32.50846862792969
220,5.2973,i02_21_2.bmp,29.983644485473633,29.398799896240234
221,4.6,i02_21_3.bmp,27.006589889526367,26.303890228271484
222,3.27778,i02_21_4.bmp,23.988496780395508,23.207477569580078
223,2.36111,i02_21_5.bmp,21.00908088684082,20.266542434692383
224,5.51351,i02_22_1.bmp,32.94265365600586,30.727313995361328
225,5.24324,i02_22_2.bmp,30.060422897338867,28.02533721923828
226,4.48571,i02_22_3.bmp,26.805612564086914,24.15746307373047
227,3.80556,i02_22_4.bmp,24.499128341674805,21.051912307739258
228,2.22222,i02_22_5.bmp,20.54033088684082,19.15774154663086
229,6.77778,i02_23_1.bmp,32.93768310546875,31.243209838867188
230,5.54054,i02_23_2.bmp,28.016246795654297,25.92317771911621
231,3.44444,i02_23_3.bmp,25.01506996154785,21.940631866455078
232,2.16216,i02_23_4.bmp,22.822649002075195,18.70259666442871
233,0.81081,i02_23_5.bmp,21.185457229614258,15.259245872497559
234,6.08108,i02_24_1.bmp,32.98197555541992,31.87721061706543
235,4.91667,i02_24_2.bmp,30.00204086303711,28.469383239746094
236,3.0,i02_24_3.bmp,27.033878326416016,24.9051456451416
237,2.11111,i02_24_4.bmp,24.200132369995117,21.93202781677246
238,0.89189,i02_24_5.bmp,21.141284942626953,17.93090057373047
239,5.76923,i03_01_1.bmp,33.12881088256836,33.24171447753906
240,5.10526,i03_01_2.bmp,30.16253662109375,30.3032283782959
241,4.68421,i03_01_3.bmp,27.114181518554688,27.281768798828125
242,4.25,i03_01_4.bmp,24.154090881347656,24.37717056274414
243,3.925,i03_01_5.bmp,21.1844425201416,21.458580017089844
244,6.18421,i03_02_1.bmp,33.33326721191406,33.55493927001953
245,6.28205,i03_02_2.bmp,30.375633239746094,30.61290740966797
246,5.25,i03_02_3.bmp,27.371492385864258,27.653385162353516
247,5.0,i03_02_4.bmp,24.457275390625,24.84703254699707
248,4.6,i03_02_5.bmp,21.50844383239746,21.955583572387695
249,4.65,i03_03_1.bmp,33.11773681640625,33.197818756103516
250,4.07692,i03_03_2.bmp,30.17247772216797,30.31700897216797
251,3.85,i03_03_3.bmp,27.113645553588867,27.29465675354004
252,3.28205,i03_03_4.bmp,24.15372657775879,24.336565017700195
253,2.89474,i03_03_5.bmp,21.215381622314453,21.456281661987305
254,6.38462,i03_04_1.bmp,33.140933990478516,29.621000289916992
255,5.65789,i03_04_2.bmp,29.947555541992188,26.404953002929688
256,5.225,i03_04_3.bmp,27.12890625,23.666709899902344
257,4.6,i03_04_4.bmp,24.122283935546875,20.857240676879883
258,3.575,i03_04_5.bmp,21.106958389282227,18.147647857666016
259,6.5,i03_05_1.bmp,33.059757232666016,33.18088150024414
260,5.63158,i03_05_2.bmp,30.078983306884766,30.228256225585938
261,5.3,i03_05_3.bmp,25.139551162719727,25.36543846130371
262,4.30769,i03_05_4.bmp,20.21726417541504,20.51581382751465
263,3.47368,i03_05_5.bmp,15.317472457885742,15.586085319519043
264,4.81579,i03_06_1.bmp,32.38986587524414,31.38176727294922
265,4.53846,i03_06_2.bmp,29.159507751464844,28.54954719543457
266,4.1,i03_06_3.bmp,26.072998046875,25.15753173828125
267,3.75,i03_06_4.bmp,23.048372268676758,22.31987762451172
268,3.5,i03_06_5.bmp,20.056808471679688,19.257553100585938
269,4.97436,i03_07_1.bmp,33.316864013671875,33.37709426879883
270,4.1,i03_07_2.bmp,30.284854888916016,30.18592071533203
271,3.84615,i03_07_3.bmp,27.025150299072266,27.076038360595703
272,3.825,i03_07_4.bmp,24.302513122558594,24.369598388671875
273,3.61538,i03_07_5.bmp,21.102773666381836,21.595726013183594
274,6.34211,i03_08_1.bmp,40.545799255371094,38.6876220703125
275,5.6,i03_08_2.bmp,35.769065856933594,33.88178253173828
276,4.47368,i03_08_3.bmp,31.839996337890625,29.75538444519043
277,3.75,i03_08_4.bmp,28.908567428588867,26.734106063842773
278,2.95,i03_08_5.bmp,26.41691017150879,24.76253318786621
279,6.65,i03_09_1.bmp,37.954036712646484,35.91883087158203
280,6.25641,i03_09_2.bmp,35.77841567993164,33.36702346801758
281,5.475,i03_09_3.bmp,32.67960739135742,30.020252227783203
282,3.74359,i03_09_4.bmp,28.883338928222656,26.11372184753418
283,2.47368,i03_09_5.bmp,22.966535568237305,21.053112030029297
284,6.23684,i03_10_1.bmp,36.82260513305664,34.135799407958984
285,5.66667,i03_10_2.bmp,34.63582229614258,32.00705337524414
286,5.05128,i03_10_3.bmp,31.383935928344727,28.981155395507812
287,3.3,i03_10_4.bmp,27.209787368774414,25.293720245361328
288,2.48718,i03_10_5.bmp,23.459226608276367,21.8093318939209
289,5.36842,i03_11_1.bmp,33.000160217285156,30.296009063720703
290,4.07692,i03_11_2.bmp,30.083749771118164,27.1660213470459
291,2.84615,i03_11_3.bmp,27.079313278198242,24.247196197509766
292,1.82051,i03_11_4.bmp,24.086894989013672,21.287979125976562
293,0.7,i03_11_5.bmp,21.113628387451172,20.323049545288086
294,5.41026,i03_12_1.bmp,32.802574157714844,33.278785705566406
295,4.07895,i03_12_2.bmp,30.63145637512207,28.293628692626953
296,2.84211,i03_12_3.bmp,27.174652099609375,24.788738250732422
297,3.1,i03_12_4.bmp,24.28891372680664,21.26325798034668
298,2.4,i03_12_5.bmp,20.55691909790039,20.25212860107422
299,5.12821,i03_13_1.bmp,33.0858154296875,31.305057525634766
300,3.64103,i03_13_2.bmp,30.02210235595703,29.021087646484375
301,3.925,i03_13_3.bmp,27.14179229736328,25.794124603271484
302,2.925,i03_13_4.bmp,24.103973388671875,23.70679473876953
303,2.42105,i03_13_5.bmp,20.56980323791504,20.556365966796875
304,5.07692,i03_14_1.bmp,32.94158172607422,29.11775779724121
305,6.0,i03_14_2.bmp,33.488861083984375,27.94072151184082
306,4.85,i03_14_3.bmp,30.786151885986328,25.78455352783203
307,4.46154,i03_14_4.bmp,29.596643447875977,24.74616050720215
308,3.5,i03_14_5.bmp,28.219825744628906,24.722064971923828
309,3.725,i03_15_1.bmp,26.809314727783203,22.06391143798828
310,4.05,i03_15_2.bmp,25.770418167114258,20.709697723388672
311,4.025,i03_15_3.bmp,25.346332550048828,19.45989227294922
312,4.28205,i03_15_4.bmp,24.557600021362305,17.20916175842285
313,4.79487,i03_15_5.bmp,25.11058807373047,16.937543869018555
314,6.82051,i03_16_1.bmp,32.61359405517578,32.738746643066406
315,6.525,i03_16_2.bmp,28.188541412353516,28.253711700439453
316,5.975,i03_16_3.bmp,22.313247680664062,22.62077522277832
317,6.075,i03_16_4.bmp,18.66883087158203,18.756595611572266
318,5.02564,i03_16_5.bmp,16.561302185058594,17.100831985473633
319,6.28205,i03_17_1.bmp,34.01286315917969,31.471670150756836
320,6.75,i03_17_2.bmp,29.315837860107422,27.13824462890625
321,5.2,i03_17_3.bmp,26.037609100341797,23.489959716796875
322,6.575,i03_17_4.bmp,23.28718376159668,21.360475540161133
323,3.79487,i03_17_5.bmp,20.021224975585938,17.536943435668945
324,5.76923,i03_18_1.bmp,33.020328521728516,29.536048889160156
325,5.71795,i03_18_2.bmp,30.00164222717285,26.447830200195312
326,5.5641,i03_18_3.bmp,26.994848251342773,23.480093002319336
327,5.0,i03_18_4.bmp,24.020732879638672,20.49951934814453
328,4.65789,i03_18_5.bmp,21.00499153137207,17.52602195739746
329,5.51282,i03_19_1.bmp,32.99692153930664,32.127601623535156
330,5.02564,i03_19_2.bmp,29.98204803466797,29.144678115844727
331,4.7,i03_19_3.bmp,27.010269165039062,26.187820434570312
332,4.30769,i03_19_4.bmp,24.018444061279297,23.25499725341797
333,3.69231,i03_19_5.bmp,21.002071380615234,20.21929168701172
334,5.84211,i03_20_1.bmp,32.97999572753906,30.935810089111328
335,5.46154,i03_20_2.bmp,30.07308006286621,27.896835327148438
336,4.15789,i03_20_3.bmp,27.053936004638672,24.800642013549805
337,3.17949,i03_20_4.bmp,24.002124786376953,21.465007781982422
338,2.825,i03_20_5.bmp,21.00808334350586,18.272008895874023
339,5.23684,i03_21_1.bmp,33.06298065185547,31.72931671142578
340,4.4359,i03_21_2.bmp,29.99204444885254,28.73649787902832
341,3.89744,i03_21_3.bmp,26.996231079101562,25.933427810668945
342,3.17949,i03_21_4.bmp,23.97109603881836,22.9837646484375
343,2.1,i03_21_5.bmp,21.01827621459961,19.501583099365234
344,5.97436,i03_22_1.bmp,33.09132385253906,31.530569076538086
345,5.35897,i03_22_2.bmp,30.00795555114746,28.350006103515625
346,5.23077,i03_22_3.bmp,27.037160873413086,25.60367774963379
347,4.35897,i03_22_4.bmp,23.957014083862305,22.33903694152832
348,3.92105,i03_22_5.bmp,21.45602798461914,19.694555282592773
349,6.71795,i03_23_1.bmp,32.97196578979492,30.604549407958984
350,5.84615,i03_23_2.bmp,28.33387565612793,25.92057228088379
351,3.9,i03_23_3.bmp,25.054767608642578,22.721458435058594
352,2.65789,i03_23_4.bmp,22.9593563079834,20.616056442260742
353,1.975,i03_23_5.bmp,21.016902923583984,18.726547241210938
354,5.74359,i03_24_1.bmp,32.99443817138672,30.035993576049805
355,4.20513,i03_24_2.bmp,30.09813117980957,26.858827590942383
356,2.825,i03_24_3.bmp,27.00533103942871,24.398075103759766
357,1.81579,i03_24_4.bmp,23.914756774902344,22.914030075073242
358,0.42105,i03_24_5.bmp,21.008670806884766,20.512187957763672
359,5.7619,i04_01_1.bmp,33.06475830078125,33.0582275390625
360,5.47619,i04_01_2.bmp,30.073352813720703,30.070932388305664
361,4.92857,i04_01_3.bmp,27.00648307800293,27.00018882751465
362,4.26829,i04_01_4.bmp,24.049278259277344,24.000099182128906
363,4.0,i04_01_5.bmp,21.079559326171875,21.057140350341797
364,6.275,i04_02_1.bmp,33.2533073425293,33.24302291870117
365,6.15385,i04_02_2.bmp,30.281463623046875,30.27983856201172
366,5.68293,i04_02_3.bmp,27.21253204345703,27.194480895996094
367,5.30952,i04_02_4.bmp,24.263473510742188,24.21454429626465
368,4.53659,i04_02_5.bmp,21.305225372314453,21.248197555541992
369,4.78049,i04_03_1.bmp,33.06899642944336,33.11148452758789
370,4.21429,i04_03_2.bmp,30.084239959716797,30.08281707763672
371,3.9,i04_03_3.bmp,27.016773223876953,27.018264770507812
372,3.425,i04_03_4.bmp,24.063243865966797,24.05224609375
373,3.02381,i04_03_5.bmp,21.081523895263672,21.042537689208984
374,6.125,i04_04_1.bmp,33.0918083190918,32.23987579345703
375,6.26829,i04_04_2.bmp,30.04524040222168,29.045516967773438
376,6.15,i04_04_3.bmp,27.212310791015625,26.162097930908203
377,5.47619,i04_04_4.bmp,24.043176651000977,23.025711059570312
378,4.80952,i04_04_5.bmp,20.857681274414062,19.94570541381836
379,6.30952,i04_05_1.bmp,33.00492858886719,33.00680160522461
380,5.90244,i04_05_2.bmp,30.006919860839844,30.014734268188477
381,5.325,i04_05_3.bmp,25.033567428588867,25.023630142211914
382,4.47619,i04_05_4.bmp,20.098493576049805,20.01520347595215
383,3.70732,i04_05_5.bmp,15.174659729003906,15.029768943786621
384,5.02381,i04_06_1.bmp,32.87488555908203,33.23764419555664
385,4.56098,i04_06_2.bmp,29.316070556640625,29.724510192871094
386,4.2619,i04_06_3.bmp,26.5293025970459,26.469825744628906
387,4.19512,i04_06_4.bmp,23.492143630981445,23.61318588256836
388,3.45,i04_06_5.bmp,20.469972610473633,20.698726654052734
389,4.69048,i04_07_1.bmp,33.423580169677734,33.3770637512207
390,4.075,i04_07_2.bmp,30.307422637939453,30.166698455810547
391,3.52381,i04_07_3.bmp,27.2999267578125,27.331268310546875
392,3.14286,i04_07_4.bmp,23.58075714111328,23.9056396484375
393,2.95238,i04_07_5.bmp,20.696928024291992,20.935943603515625
394,6.30952,i04_08_1.bmp,41.97541809082031,42.09989929199219
395,5.92683,i04_08_2.bmp,37.19377136230469,37.542205810546875
396,5.38095,i04_08_3.bmp,33.23389434814453,33.62764358520508
397,4.375,i04_08_4.bmp,30.135555267333984,30.32001495361328
398,3.66667,i04_08_5.bmp,27.391250610351562,27.128002166748047
399,6.38095,i04_09_1.bmp,36.50894546508789,35.907291412353516
400,5.80488,i04_09_2.bmp,34.828895568847656,34.05125045776367
401,5.04878,i04_09_3.bmp,32.66748046875,31.71175765991211
402,3.78049,i04_09_4.bmp,29.7615909576416,28.61927032470703
403,2.5,i04_09_5.bmp,24.03619956970215,24.4334716796875
404,6.07143,i04_10_1.bmp,37.05139923095703,36.327789306640625
405,5.97561,i04_10_2.bmp,35.014530181884766,34.183841705322266
406,5.07143,i04_10_3.bmp,31.955081939697266,31.00238609313965
407,3.2619,i04_10_4.bmp,28.23459815979004,27.183670043945312
408,2.19048,i04_10_5.bmp,22.871688842773438,22.625553131103516
409,5.3,i04_11_1.bmp,33.01091003417969,31.968029022216797
410,4.0,i04_11_2.bmp,30.065954208374023,28.321300506591797
411,2.90244,i04_11_3.bmp,27.115659713745117,25.15650177001953
412,2.0,i04_11_4.bmp,23.961153030395508,22.80584716796875
